visit_id,provider_id,provider_type_raw,jurisdiction_raw,region_raw,rural_urban_raw,enrollment_year,visit_date_raw,scheduled_visit_year,doses_administered,staff_turnover,prior_technical_assistance,site_visit_delay_days,raw_prior_noncompliance_flag,training_compliant,eligibility_compliant,documentation_compliant,inventory_compliant,storage_handling_compliant
V002238,P00665,Pharmacy,Alabama,Southeast,Urban,2019,2019-01-06,2019,737.0,0,0,17,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001984,P00584,public health clinic,Georgia,Southeast,Suburban,2023,2025-12-13,2025,3143.0,0,1,34,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000295,P00081,private clinic ,North Carolina,Southeast,Rural,2011,2022-05-08,2022,1240.0,0,0,20,1,Non-compliant,Non-compliant,Compliant,Non-compliant,Non-compliant
V001861,P00548,Public Health Clinic,,Southeast,Urban,2019,2024-10-21,2024,4496.0,0,1,24,1,Compliant,Missing,Non-compliant,Compliant,Compliant
V001990,P00586,public health clinic,Texas,South Central,Urban,2014,2022-04-04,2022,3701.0,0,0,34,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V003104,P00907,Pediatric Practice,South Carolina,Southeast,Urban,2018,2019-09-10,2019,1624.0,1,0,25,0,Compliant,Compliant,Non-compliant,Compliant,Missing
V003362,P00985,Public Health Clinic,Virginia,Mid-Atlantic,Suburban,2024,2025-10-17,2025,3733.0,0,0,21,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001152,P00329,Pharmacy,Mississippi,Southeast,Rural,2023,2022-02-10,2022,1053.0,0,0,24,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004433,P01294,Pediatric Practice,Georgia,Southeast,Rural,2018,2024-05-11,2024,10408.0,0,1,26,1,Compliant,Compliant,Missing,Compliant,Compliant
V003791,P01106,Private Clinic,Kentucky,Southeast,Urban,2012,2023-03-09,2023,1373.0,1,1,20,1,Compliant,Compliant,Compliant,Missing,Compliant
V004490,P01310,Pharmacy,Louisiana,South Central,Urban,2018,2019-08-06,2019,1274.0,0,0,17,0,Compliant,Compliant,Non-compliant,Compliant,Non-compliant
V000258,P00073,FQHC,Georgia,Southeast,Rural,2012,2024-11-25,2024,1337.0,0,1,28,1,Non-compliant,Missing,Compliant,Non-compliant,Non-compliant
V000735,P00212,Private Clinic,Florida,Southeast,Urban,2011,2021-11-13,2021,1170.0,0,1,32,1,Compliant,Compliant,Compliant,Compliant,Missing
V000438,P00125,Pharmacy,Virginia,Mid-Atlantic,Rural,2011,2021-08-03,2021,1318.0,0,0,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003202,P00936,Public Health Clinic,Texas,South Central,Suburban,2015,2020-06-04,2020,3229.0,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002630,P00779,Public Health Clinic,Georgia,Southeast,Urban,2014,2021-06-13,2021,2886.0,0,0,33,1,Non-compliant,Compliant,Missing,Compliant,Compliant
V000684,P00200,Pharmacy,Alabama,Southeast,Urban,2019,2023-06-26,2023,1983.0,0,1,36,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V002908,P00852,Hospital,North Carolina,Southeast,Urban,2022,2023-01-16,2023,6861.0,0,1,14,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003306,P00970,public health clinic,Arkansas,South Central,Urban,2015,2022-01-23,2022,3997.0,0,1,41,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004190,P01227,Public Health Clinic,Mississippi,Southeast,Urban,2013,2021-11-17,2021,2221.0,0,1,10,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003761,P01099,private clinic ,South Carolina,Southeast,Urban,2020,2021-01-12,2021,1670.0,0,0,32,0,Non-compliant,Non-compliant,Compliant,Compliant,Compliant
V003746,P01094,Public Health Clinic,Tennessee,Southeast,Suburban,2023,2023-03-13,2023,3240.0,1,1,25,0,Compliant,Compliant,Missing,Compliant,Compliant
V003188,P00931,Federally Qualified Health Center,Texas,South Central,Urban,2020,2021-09-16,2021,935.0,1,0,46,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V004094,P01196,Pediatric Practice,Alabama,Southeast,Urban,2023,2019-11-18,2019,1096.0,0,1,26,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000133,P00041,Public Health Clinic,North Carolina,Southeast,Urban,2022,2020-09-26,2020,5125.0,0,0,34,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004052,P01180,Retail Pharmacy,Tennessee,Southeast,Urban,2016,2025-12-04,2025,1863.0,0,0,21,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003976,P01160,FQHC,Kentucky,Southeast,Urban,2022,2021-01-16,2021,1334.0,0,1,8,0,Compliant,Non-compliant,Missing,Compliant,Compliant
V000519,P00152,Pharmacy,Texas,South Central,Rural,2014,2021-11-14,2021,606.0,1,1,27,1,Compliant,Compliant,Compliant,Non-compliant,Non-compliant
V000111,P00035,Private Clinic,Tennessee,Southeast,Rural,2018,2022-08-20,2022,1446.0,0,0,44,1,Non-compliant,Non-compliant,Non-compliant,Compliant,Non-compliant
V000634,P00187,Pediatric Practice,South Carolina,Southeast,Rural,2012,2019-05-14,2019,5558.0,1,1,34,0,Compliant,Compliant,Missing,Non-compliant,Compliant
V004428,P01292,Public Health Clinic,Tennessee,Southeast,Urban,2018,2020-12-08,2020,4261.0,0,1,35,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001769,P00515,Public Health Clinic,Georgia,Southeast,Urban,2019,2020-07-27,2020,6599.0,0,1,26,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002472,P00732,FQHC,Virginia,Mid-Atlantic,Rural,2012,2025-07-20,2025,1229.0,0,0,16,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003279,P00961,FQHC,Alabama,Southeast,Urban,2019,2021-07-03,2021,690.0,0,0,17,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001123,P00322,Pediatric Practice,Arkansas,South Central,Urban,2022,2021-12-21,2021,1948.0,0,0,38,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001143,P00327,Pediatric Practice,Louisiana,South Central,Urban,2022,2024-02-21,2024,2218.0,0,0,24,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003887,P01134,Private Clinic,Arkansas,South Central,Urban,2022,2022-05-26,2022,3190.0,0,1,33,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V000588,P00173,Public Health Clinic,Arkansas,South Central,Rural,2018,2021-03-26,2021,3488.0,1,0,44,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003264,P00957,Pediatric Practice,Arkansas,South Central,Urban,2015,2024-11-09,2024,4042.0,0,0,47,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001524,P00442,FQHC,Louisiana,South Central,Urban,2024,2021-12-04,2021,1105.0,0,1,10,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003377,P00990,Public Health Clinic,Alabama,Southeast,Urban,2011,2021-11-23,2021,2658.0,0,0,5,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004486,P01309,Public Health Clinic,Texas,South Central,Rural,2024,2022-04-24,2022,,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002784,P00821,Pediatric Practice,Georgia,Southeast,Urban,2013,2020-03-18,2020,4678.0,0,0,36,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003674,P01071,Public Health Clinic,Kentucky,Southeast,,2014,2025-06-19,2025,5449.0,0,0,47,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004512,P01315,Federally Qualified Health Center,Kentucky,Southeast,urban ,2021,2024-08-07,2024,1345.0,0,0,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004407,P01286,Pharmacy,South Carolina,Southeast,Urban,2014,2024-11-01,2024,972.0,0,1,32,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001956,P00574,Pediatric Practice,Florida,Southeast,Urban,2011,2024-04-22,2024,3936.0,0,1,39,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003694,P01078,Private Clinic,North Carolina,Southeast,Suburban,2014,2024-04-05,2024,3630.0,0,1,30,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002311,P00684,Private Clinic,Mississippi,Southeast,Urban,2016,2023-09-21,2023,2378.0,0,0,29,1,Missing,Compliant,Compliant,Compliant,Compliant
V000630,P00185,public health clinic,Alabama,Southeast,Suburban,2011,2024-06-01,2024,2216.0,1,0,21,1,Missing,Compliant,Compliant,Non-compliant,Non-compliant
V002072,P00614,Retail Pharmacy,Arkansas,South Central,Urban,2016,2023-01-23,2023,1040.0,0,0,14,1,Compliant,Non-compliant,Compliant,Non-compliant,Compliant
V003423,P01004,Pediatric Practice,Texas,South Central,Suburban,2023,2019-01-02,2019,4790.0,1,0,57,0,Non-compliant,Missing,Non-compliant,Compliant,Non-compliant
V002775,P00817,Private Clinic,Kentucky,Southeast,Rural,2018,2024-01-06,2024,718.0,0,0,17,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001117,P00320,Private Clinic,South Carolina,Southeast,Urban,2015,2025-12-10,2025,1456.0,0,0,21,1,Compliant,Compliant,Non-compliant,Compliant,Non-compliant
V002711,P00798,Retail Pharmacy,South Carolina,Southeast,Suburban,2011,2022-10-11,2022,722.0,1,0,33,1,Missing,Compliant,Compliant,Non-compliant,Missing
V003212,P00940,Pharmacy,Florida,Southeast,rural ,2012,2022-02-19,2022,578.0,0,1,31,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000114,P00036,Public Health Clinic,Tennessee,Southeast,Urban,2021,2021-09-04,2021,4740.0,0,0,21,0,Non-compliant,Compliant,Compliant,Compliant,Compliant
V003871,P01130,Pharmacy,North Carolina,Southeast,Urban,2022,2019-11-08,2019,400.0,0,0,21,0,Compliant,Compliant,Missing,Compliant,Compliant
V001299,P00371,Public Health Clinic,Texas,South Central,Rural,2011,2021-04-23,2021,3378.0,0,0,48,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001295,P00370,Private Clinic,Texas,South Central,Suburban,2020,2023-09-26,2023,1820.0,0,0,21,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003902,P01139,Pharmacy,Kentucky,Southeast,Urban,2016,2019-06-06,2019,1592.0,1,1,21,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003958,P01155,Public Health Clinic,Florida,Southeast,Urban,2024,2021-07-04,2021,5803.0,0,1,26,1,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V001547,P00450,Public Health Clinic,Louisiana,South Central,rural ,2017,2025-09-12,2025,2523.0,0,0,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001698,P00496,Pediatric Practice,North Carolina,Southeast,Urban,2017,2021-09-25,2021,2215.0,0,0,0,0,Non-compliant,Compliant,Compliant,Compliant,Non-compliant
V004204,P01231,private clinic ,Tennessee,Southeast,Rural,2012,2024-10-17,2024,2129.0,0,0,45,1,Compliant,Compliant,Non-compliant,Non-compliant,Missing
V004039,P01178,Public Health Clinic,Florida,Southeast,Suburban,2013,2020-12-10,2020,7710.0,0,0,23,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001473,P00427,pharmacy,North Carolina,Southeast,Rural,2020,2021-05-10,2021,512.0,0,0,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000526,P00154,FQHC,Arkansas,South Central,Urban,2024,2025-12-19,2025,2177.0,1,0,29,1,Compliant,Non-compliant,Compliant,Compliant,Compliant
V001957,P00575,Private Clinic,Tennessee,Southeast,Urban,2013,2020-11-16,2020,803.0,0,0,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001394,P00400,Hospital,Alabama,Southeast,Urban,2016,2025-01-23,2025,5530.0,0,0,25,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V004500,P01312,FQHC,Mississippi,Southeast,Urban,2020,2019-12-06,2019,1053.0,0,0,39,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002380,P00709,Private Clinic,Alabama,Southeast,Urban,2019,2019-01-17,2019,1749.0,0,0,20,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003280,P00961,FQHC,Alabama,Southeast,Urban,2019,2023-04-19,2023,693.0,0,0,22,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V001496,P00432,,South Carolina,Southeast,Suburban,2017,2021-03-17,2021,568.0,1,0,35,1,Compliant,Compliant,Non-compliant,Non-compliant,Non-compliant
V004372,P01277,pharmacy,Alabama,Southeast,Suburban,2023,2023-04-08,2023,551.0,0,1,32,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001696,P00495,private clinic ,Texas,South Central,Suburban,2019,2024-11-07,2024,2560.0,0,0,20,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V003185,P00929,Public Health Clinic,Arkansas,South Central,Urban,2023,2020-09-22,2020,2826.0,0,0,11,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001968,P00579,Private Clinic,Florida,Southeast,Suburban,2018,2021-06-05,2021,1786.0,0,0,31,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001606,P00468,Public Health Clinic,Tennessee,Southeast,Suburban,2021,2019-11-20,2019,4606.0,0,0,37,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003254,P00954,Pharmacy,Louisiana,South Central,UNK,2014,2021-06-09,2021,1317.0,0,1,23,1,Non-compliant,Compliant,Non-compliant,Missing,Compliant
V000966,P00278,private clinic ,Arkansas,South Central,UNK,2021,2025-06-15,2025,1347.0,0,1,25,1,Non-compliant,Non-compliant,Non-compliant,Non-compliant,Non-compliant
V002164,P00643,Pediatric Practice,Alabama,Southeast,rural ,2016,2020-03-20,2020,7822.0,0,0,22,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V003716,P01084,FQHC,Texas,South Central,Urban,2015,2024-01-16,2024,1101.0,0,0,8,1,Missing,Non-compliant,Compliant,Compliant,Compliant
V003578,P01045,Pharmacy,Arkansas,South Central,Rural,2023,2023-04-02,2023,669.0,1,1,43,1,Missing,Non-compliant,Missing,Non-compliant,Missing
V003798,P01108,FQHC,Florida,Southeast,Rural,2019,2021-03-22,2021,4297.0,0,0,14,0,Compliant,Compliant,Compliant,Missing,Compliant
V003025,P00885,Pediatric Practice,Kentucky,Southeast,Urban,2014,2025-10-06,2025,2904.0,1,0,26,0,Compliant,Compliant,Compliant,Compliant,Missing
V004153,P01213,Public Health Clinic,Alabama,Southeast,Suburban,2023,2024-06-04,2024,3701.0,0,1,23,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001814,P00531,pharmacy,Virginia,Mid-Atlantic,Suburban,2019,2020-04-25,2020,577.0,0,0,42,0,Compliant,Compliant,Non-compliant,Compliant,Missing
V002608,P00773,Unknown,Kentucky,Southeast,,2017,2024-04-03,2024,789.0,0,0,31,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V003983,P01162,Public clinic,Mississippi,Southeast,Urban,2011,2025-06-05,2025,2464.0,0,1,33,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003657,P01067,Private Clinic,Tennessee,Southeast,Urban,2016,2021-04-07,2021,859.0,0,0,26,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001727,P00504,Public Health Clinic,Florida,Southeast,Suburban,2013,2023-02-16,2023,2972.0,0,1,20,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002896,P00850,Public Health Clinic,Mississippi,Southeast,Urban,2011,2022-03-13,2022,7057.0,1,0,37,1,Compliant,Compliant,Compliant,Compliant,Missing
V002401,P00715,Pharmacy,South Carolina,Southeast,Rural,2011,2019-05-14,2019,1021.0,1,0,37,0,Non-compliant,Compliant,Compliant,Compliant,Compliant
V000513,P00150,FQHC,Mississippi,Southeast,Rural,2020,2023-11-18,2023,1776.0,0,0,27,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002795,P00825,Private Clinic,Alabama,Southeast,Suburban,2018,2019-08-04,2019,2569.0,0,0,10,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000811,P00233,Pharmacy,,Southeast,Rural,2014,2022-07-14,2022,631.0,0,1,31,0,Compliant,Compliant,Non-compliant,Compliant,Missing
V002010,P00593,Public Health Clinic,Texas,South Central,Urban,2017,2021-10-06,2021,2199.0,0,1,28,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002705,P00796,Pediatric Practice,Texas,South Central,Suburban,2021,2023-11-19,2023,2003.0,0,0,25,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000100,P00032,Pharmacy,Georgia,Southeast,Urban,2021,2021-10-25,2021,839.0,1,0,18,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001802,P00527,Public Health Clinic,Alabama,Southeast,Suburban,2014,2021-09-11,2021,4224.0,0,0,25,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000059,P00019,Pharmacy,Arkansas,South Central,Rural,2018,2025-10-01,2025,611.0,0,1,26,1,Compliant,Missing,Compliant,Compliant,Compliant
V003497,P01022,public health clinic,Virginia,Mid-Atlantic,Urban,2014,2019-12-15,2019,2374.0,1,0,26,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002264,P00672,Pediatric Practice,South Carolina,Southeast,Suburban,2020,2022-07-02,2022,1914.0,0,0,0,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001736,P00506,Pharmacy,Virginia,Mid-Atlantic,Urban,2022,2021-08-26,2021,638.0,0,1,36,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V004440,P01297,Pediatric Practice,Virginia,Mid-Atlantic,Urban,2019,2020-04-25,2020,7998.0,0,0,16,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000512,P00150,FQHC,Mississippi,Southeast,Rural,2020,2022-06-26,2022,3009.0,1,0,34,0,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V000936,P00266,Public Health Clinic,Kentucky,Southeast,Rural,2020,2019-01-05,2019,1293.0,0,0,14,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003894,P01136,Pediatric Practice,Georgia,Southeast,Suburban,2017,2022-07-07,2022,3102.0,0,0,42,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003856,P01125,Priv Clinic,Kentucky,Southeast,Suburban,2022,2025-07-03,2025,1831.0,0,1,16,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002614,P00775,Public Health Clinic,South Carolina,Southeast,Urban,2013,2024-04-01,2024,3302.0,0,0,17,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002631,P00779,Public Health Clinic,Georgia,Southeast,Urban,2014,2022-04-22,2022,9362.0,1,0,52,1,Compliant,Compliant,Non-compliant,Compliant,Missing
V001305,P00372,Pediatric Practice,Virginia,Mid-Atlantic,Suburban,2016,2022-04-08,2022,4592.0,0,0,5,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001443,P00415,Pediatric Practice,North Carolina,Southeast,Rural,2019,2022-01-22,2022,2337.0,0,0,16,1,Compliant,Non-compliant,Non-compliant,Compliant,Compliant
V001819,P00532,Pharmacy,Tennessee,Southeast,Urban,2024,2024-05-03,2024,940.0,0,1,23,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002739,P00808,Public Health Clinic,Kentucky,Southeast,Urban,2021,2020-01-21,2020,3292.0,0,0,21,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002254,P00669,FQHC,Tennessee,Southeast,Urban,2022,2019-06-27,2019,1484.0,0,1,32,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003633,P01060,Pharmacy,Virginia,Mid-Atlantic,Urban,2011,2021-04-24,2021,588.0,0,0,8,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003669,P01070,public health clinic,North Carolina,Southeast,Urban,2023,2022-04-09,2022,1709.0,0,0,26,1,Compliant,Compliant,Non-compliant,Non-compliant,Compliant
V001018,P00293,Private Clinic,Kentucky,Southeast,Rural,2011,2024-06-09,2024,1339.0,0,0,22,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000880,P00252,Private Clinic,Kentucky,Southeast,Suburban,2021,2022-09-05,2022,1833.0,0,0,27,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000923,P00263,Pediatric Practice,Georgia,Southeast,Rural,2011,2023-10-23,2023,1119.0,0,1,24,1,Compliant,Non-compliant,Non-compliant,Non-compliant,Compliant
V001948,P00572,FQHC,Georgia,Southeast,,2013,2020-02-21,2020,1632.0,1,0,36,0,Compliant,Compliant,Compliant,Compliant,Compliant
V004157,P01215,Pharmacy,Florida,Southeast,Rural,2016,2022-02-05,2022,1958.0,0,0,34,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000854,P00245,FQHC,Alabama,Southeast,Rural,2020,2022-07-20,2022,1626.0,0,0,13,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003474,P01017,Hospital,Arkansas,South Central,Urban,2013,2022-12-03,2022,5708.0,1,1,11,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V002602,P00772,Peds,Mississippi,Southeast,Urban,2022,2020-03-08,2020,3419.0,0,0,34,0,Compliant,Compliant,Compliant,Non-compliant,Compliant
V003138,P00918,Private Clinic,South Carolina,Southeast,Rural,2013,2021-11-10,2021,2047.0,0,0,7,0,Non-compliant,Compliant,Compliant,Compliant,Compliant
V001060,P00306,Pharmacy,Arkansas,South Central,Suburban,2011,2019-05-26,2019,590.0,0,0,28,0,Compliant,Compliant,Compliant,Missing,Compliant
V002217,P00659,Retail Pharmacy,Arkansas,South Central,Suburban,2015,2020-02-21,2020,642.0,1,1,26,0,Compliant,Compliant,Compliant,Compliant,Missing
V000350,P00098,public health clinic,Texas,South Central,Urban,2013,2021-12-05,2021,3527.0,0,0,40,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001845,P00543,Public Health Clinic,North Carolina,Southeast,Urban,2021,2025-03-09,2025,3164.0,0,0,45,0,Compliant,Compliant,Compliant,Compliant,Compliant
V001972,P00580,Pediatric Practice,Arkansas,South Central,Rural,2021,2025-05-18,2025,4482.0,1,0,37,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V004229,P01240,Pediatric Practice,Georgia,Southeast,Urban,2014,2025-11-03,2025,6635.0,0,0,14,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V004345,P01269,FQHC,Louisiana,South Central,Urban,2014,2021-12-18,2021,,1,0,40,1,Compliant,Compliant,Non-compliant,Non-compliant,Missing
V004364,P01275,Public Health Clinic,Florida,Southeast,UNK,2013,2019-10-13,2019,2461.0,1,0,29,0,Compliant,Missing,Compliant,Compliant,Compliant
V001824,P00535,Hospital,Kentucky,Southeast,Suburban,2017,2023-10-17,2023,8192.0,0,1,15,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001270,P00364,Public Health Clinic,Florida,Southeast,Urban,2014,2022-05-09,2022,6564.0,0,0,22,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003566,P01042,Pediatric practice,Florida,Southeast,Rural,2018,2019-09-17,2019,1429.0,0,0,39,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V004166,P01219,Pediatric Practice,Georgia,Southeast,Rural,2020,2024-12-27,2024,2886.0,1,0,33,1,Compliant,Compliant,Compliant,Non-compliant,Compliant
V004124,P01207,Public Health Clinic,Kentucky,Southeast,urban ,2013,2022-10-15,2022,3832.0,0,0,25,0,Compliant,Compliant,Compliant,Compliant,Non-compliant
V001757,P00512,FQHC,South Carolina,Southeast,Urban,2020,2022-02-01,2022,798.0,0,1,26,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003960,P01155,Public Health Clinic,Florida,Southeast,Urban,2024,2023-06-15,2023,1413.0,0,0,18,1,Compliant,Compliant,Compliant,Missing,Compliant
V000545,P00161,Public Health Clinic,Georgia,Southeast,Rural,2012,2025-06-02,2025,1808.0,0,1,32,1,Compliant,Compliant,Compliant,Compliant,Compliant
V001656,P00482,Peds,Louisiana,South Central,Rural,2011,2020-04-01,2020,2900.0,1,0,32,0,Compliant,Non-compliant,Compliant,Compliant,Compliant
V003072,P00895,Private Clinic,North Carolina,Southeast,Urban,2021,2025-02-08,2025,2067.0,0,0,34,1,Compliant,Compliant,Non-compliant,Missing,Compliant
V003758,P01097,Peds,Florida,Southeast,Urban,2013,2025-05-19,2025,5536.0,0,0,36,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V003350,P00982,Public Health Clinic,Tennessee,Southeast,,2020,2019-08-22,2019,5342.0,0,0,24,0,Compliant,Compliant,Compliant,Compliant,Compliant
V002508,P00742,Priv Clinic,Florida,Southeast,,2014,2024-09-27,2024,809.0,0,1,17,1,Compliant,Compliant,Compliant,Compliant,Non-compliant
V003821,P01114,FQHC,Arkansas,South Central,Rural,2023,2021-03-05,2021,1408.0,0,1,29,1,Non-compliant,Compliant,Compliant,Non-compliant,Compliant
V002407,P00717,Pediatric Practice,Georgia,Southeast,Rural,2013,2019-03-06,2019,2769.0,0,0,38,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001543,P00449,Pediatric Practice,Tennessee,Southeast,Rural,2023,2024-12-13,2024,1672.0,0,0,17,0,Compliant,Compliant,Non-compliant,Compliant,Missing
V000859,P00246,Pharmacy,Alabama,Southeast,urban ,2022,2022-08-25,2022,1027.0,0,0,20,1,Compliant,Compliant,Compliant,Compliant,Missing
V003408,P01000,Pharmacy,South Carolina,Southeast,Urban,2020,2019-02-08,2019,1163.0,0,0,28,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V002917,P00854,Pharmacy,Florida,Southeast,rural ,2012,2027-01-15,2021,793.0,0,0,11,1,Missing,Compliant,Compliant,Compliant,Compliant
V003603,P01051,Pediatric Practice,Alabama,Southeast,Urban,2016,2024-07-15,2024,2492.0,0,1,24,1,Compliant,Compliant,Compliant,Compliant,Compliant
V004436,P01295,FQHC,Kentucky,Southeast,Urban,2011,2020-09-22,2020,1779.0,0,1,19,1,Compliant,Compliant,Compliant,Compliant,Compliant
V000839,P00240,Public Health Clinic,South Carolina,Southeast,Rural,2024,2025-03-17,2025,2547.0,0,1,33,1,Compliant,Compliant,Non-compliant,Compliant,Non-compliant
V002585,P00765,Pharmacy,North Carolina,Southeast,Urban,2021,2020-03-16,2020,1164.0,0,0,12,0,Compliant,Missing,Compliant,Compliant,Compliant
V000883,P00253,Public Health Clinic,South Carolina,Southeast,Rural,2013,2019-01-24,2019,2394.0,0,0,30,0,Compliant,Compliant,Compliant,Compliant,Compliant
V003540,P01034,Pediatric Practice,Louisiana,South Central,Urban,2011,2024-08-06,2024,2824.0,0,0,30,1,Compliant,Compliant,Compliant,Compliant,Compliant
V003449,P01011,Private Clinic,Alabama,Southeast,Urban,2021,2022-08-14,2022,2126.0,1,1,22,1,Compliant,Compliant,Non-compliant,Compliant,Compliant
V000482,P00142,Public Health Clinic,Tennessee,Southeast,Urban,2013,2020-04-05,2020,4576.0,0,0,13,0,Compliant,Compliant,Non-compliant,Compliant,Compliant
V001888,P00556,Pharmacy,Mississippi,Southeast,Rural,2011,2023-02-22,2023,1124.0,0,0,15,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000909,P00258,Retail Pharmacy,Texas,South Central,Rural,2018,2024-04-21,2024,986.0,0,1,38,1,Non-compliant,Compliant,Compliant,Compliant,Compliant
V001475,P00427,pharmacy,North Carolina,Southeast,Rural,2020,2025-10-24,2025,626.0,1,0,38,0,Compliant,Compliant,Compliant,Compliant,Compliant
V000095,P00030,Public Health Clinic,Arkansas,South Central,Urban,2019,2023-06-10,2023,4649.0,1,0,40,0,Missing,Compliant,Compliant,Compliant,Compliant
V003197,P00933,Public Health Clinic,Virginia,Mid-Atlantic,Rural,2024,2025-07-22,2025,,0,0,36,1,Compliant,Compliant,Compliant,Compliant,Compliant
V002059,P00610,Public Health Clinic,Florida,Southeast,Rural,2019,2022-12-03,2022,6907.0,1,0,38,0,Compliant,Compliant,Compliant,Compliant,Compliant
